date,Hires,schools_closed,pubs_closed,shops_closed,eating_places_closed,stay_at_home,household_mixing_indoors_banned,wfh,rule_of_6_indoors,curfew,eat_out_to_help_out,day,month,year
2017-01-15,6752,0,0,0,0,0,0,0,0,0,0,Sun,Jan,2017
2017-01-16,19230,0,0,0,0,0,0,0,0,0,0,Mon,Jan,2017
2017-01-17,27281,0,0,0,0,0,0,0,0,0,0,Tue,Jan,2017
2017-01-18,27194,0,0,0,0,0,0,0,0,0,0,Wed,Jan,2017
2017-01-19,26826,0,0,0,0,0,0,0,0,0,0,Thu,Jan,2017
2017-01-20,25125,0,0,0,0,0,0,0,0,0,0,Fri,Jan,2017
2017-01-21,17552,0,0,0,0,0,0,0,0,0,0,Sat,Jan,2017
2017-01-22,15628,0,0,0,0,0,0,0,0,0,0,Sun,Jan,2017
2017-01-23,23280,0,0,0,0,0,0,0,0,0,0,Mon,Jan,2017
2017-01-24,26611,0,0,0,0,0,0,0,0,0,0,Tue,Jan,2017
2017-01-25,25175,0,0,0,0,0,0,0,0,0,0,Wed,Jan,2017
2017-01-26,23831,0,0,0,0,0,0,0,0,0,0,Thu,Jan,2017
2017-01-27,23387,0,0,0,0,0,0,0,0,0,0,Fri,Jan,2017
2017-01-28,17523,0,0,0,0,0,0,0,0,0,0,Sat,Jan,2017
2017-01-29,9078,0,0,0,0,0,0,0,0,0,0,Sun,Jan,2017
2017-01-30,24969,0,0,0,0,0,0,0,0,0,0,Mon,Jan,2017
2017-01-31,22623,0,0,0,0,0,0,0,0,0,0,Tue,Jan,2017
2017-02-01,23181,0,0,0,0,0,0,0,0,0,0,Wed,Feb,2017
2017-02-02,25601,0,0,0,0,0,0,0,0,0,0,Thu,Feb,2017
2017-02-03,23231,0,0,0,0,0,0,0,0,0,0,Fri,Feb,2017
2017-02-04,17324,0,0,0,0,0,0,0,0,0,0,Sat,Feb,2017
2017-02-05,14570,0,0,0,0,0,0,0,0,0,0,Sun,Feb,2017
2017-02-06,24312,0,0,0,0,0,0,0,0,0,0,Mon,Feb,2017
2017-02-07,27156,0,0,0,0,0,0,0,0,0,0,Tue,Feb,2017
2017-02-08,25770,0,0,0,0,0,0,0,0,0,0,Wed,Feb,2017
2017-02-09,22900,0,0,0,0,0,0,0,0,0,0,Thu,Feb,2017
2017-02-10,18673,0,0,0,0,0,0,0,0,0,0,Fri,Feb,2017
2017-02-11,9394,0,0,0,0,0,0,0,0,0,0,Sat,Feb,2017
2017-02-12,10272,0,0,0,0,0,0,0,0,0,0,Sun,Feb,2017
2017-02-13,24159,0,0,0,0,0,0,0,0,0,0,Mon,Feb,2017
2017-02-14,26649,0,0,0,0,0,0,0,0,0,0,Tue,Feb,2017
2017-02-15,24330,0,0,0,0,0,0,0,0,0,0,Wed,Feb,2017
2017-02-16,26649,0,0,0,0,0,0,0,0,0,0,Thu,Feb,2017
2017-02-17,25883,0,0,0,0,0,0,0,0,0,0,Fri,Feb,2017
2017-02-18,21292,0,0,0,0,0,0,0,0,0,0,Sat,Feb,2017
2017-02-19,19169,0,0,0,0,0,0,0,0,0,0,Sun,Feb,2017
2017-02-20,28665,0,0,0,0,0,0,0,0,0,0,Mon,Feb,2017
2017-02-21,28929,0,0,0,0,0,0,0,0,0,0,Tue,Feb,2017
2017-02-22,27290,0,0,0,0,0,0,0,0,0,0,Wed,Feb,2017
2017-02-23,22520,0,0,0,0,0,0,0,0,0,0,Thu,Feb,2017
2017-02-24,26832,0,0,0,0,0,0,0,0,0,0,Fri,Feb,2017
2017-02-25,14132,0,0,0,0,0,0,0,0,0,0,Sat,Feb,2017
2017-02-26,14911,0,0,0,0,0,0,0,0,0,0,Sun,Feb,2017
2017-02-27,20001,0,0,0,0,0,0,0,0,0,0,Mon,Feb,2017
2017-02-28,24755,0,0,0,0,0,0,0,0,0,0,Tue,Feb,2017
2017-03-01,24746,0,0,0,0,0,0,0,0,0,0,Wed,Mar,2017
2017-03-02,26938,0,0,0,0,0,0,0,0,0,0,Thu,Mar,2017
2017-03-03,22914,0,0,0,0,0,0,0,0,0,0,Fri,Mar,2017
2017-03-04,21546,0,0,0,0,0,0,0,0,0,0,Sat,Mar,2017
2017-03-05,10593,0,0,0,0,0,0,0,0,0,0,Sun,Mar,2017
2017-03-06,26917,0,0,0,0,0,0,0,0,0,0,Mon,Mar,2017
2017-03-07,29174,0,0,0,0,0,0,0,0,0,0,Tue,Mar,2017
2017-03-08,24440,0,0,0,0,0,0,0,0,0,0,Wed,Mar,2017
2017-03-09,31113,0,0,0,0,0,0,0,0,0,0,Thu,Mar,2017
2017-03-10,28126,0,0,0,0,0,0,0,0,0,0,Fri,Mar,2017
2017-03-11,30560,0,0,0,0,0,0,0,0,0,0,Sat,Mar,2017
2017-03-12,15850,0,0,0,0,0,0,0,0,0,0,Sun,Mar,2017
2017-03-13,32177,0,0,0,0,0,0,0,0,0,0,Mon,Mar,2017
2017-03-14,30857,0,0,0,0,0,0,0,0,0,0,Tue,Mar,2017
2017-03-15,34548,0,0,0,0,0,0,0,0,0,0,Wed,Mar,2017
2017-03-16,31876,0,0,0,0,0,0,0,0,0,0,Thu,Mar,2017
2017-03-17,26481,0,0,0,0,0,0,0,0,0,0,Fri,Mar,2017
2017-03-18,7771,0,0,0,0,0,0,0,0,0,0,Sat,Mar,2017
2017-03-19,19335,0,0,0,0,0,0,0,0,0,0,Sun,Mar,2017
2017-03-20,24145,0,0,0,0,0,0,0,0,0,0,Mon,Mar,2017
2017-03-21,30182,0,0,0,0,0,0,0,0,0,0,Tue,Mar,2017
2017-03-22,23725,0,0,0,0,0,0,0,0,0,0,Wed,Mar,2017
2017-03-23,27639,0,0,0,0,0,0,0,0,0,0,Thu,Mar,2017
2017-03-24,27578,0,0,0,0,0,0,0,0,0,0,Fri,Mar,2017
2017-03-25,28374,0,0,0,0,0,0,0,0,0,0,Sat,Mar,2017
2017-03-26,24090,0,0,0,0,0,0,0,0,0,0,Sun,Mar,2017
2017-03-27,30887,0,0,0,0,0,0,0,0,0,0,Mon,Mar,2017
2017-03-28,32314,0,0,0,0,0,0,0,0,0,0,Tue,Mar,2017
2017-03-29,29907,0,0,0,0,0,0,0,0,0,0,Wed,Mar,2017
2017-03-30,34219,0,0,0,0,0,0,0,0,0,0,Thu,Mar,2017
2017-03-31,30730,0,0,0,0,0,0,0,0,0,0,Fri,Mar,2017
2017-04-01,28237,0,0,0,0,0,0,0,0,0,0,Sat,Apr,2017
2017-04-02,31064,0,0,0,0,0,0,0,0,0,0,Sun,Apr,2017
2017-04-03,34287,0,0,0,0,0,0,0,0,0,0,Mon,Apr,2017
2017-04-04,30887,0,0,0,0,0,0,0,0,0,0,Tue,Apr,2017
2017-04-05,33985,0,0,0,0,0,0,0,0,0,0,Wed,Apr,2017
2017-04-06,36003,0,0,0,0,0,0,0,0,0,0,Thu,Apr,2017
2017-04-07,35434,0,0,0,0,0,0,0,0,0,0,Fri,Apr,2017
2017-04-08,38878,0,0,0,0,0,0,0,0,0,0,Sat,Apr,2017
2017-04-09,42854,0,0,0,0,0,0,0,0,0,0,Sun,Apr,2017
2017-04-10,31158,0,0,0,0,0,0,0,0,0,0,Mon,Apr,2017
2017-04-11,35436,0,0,0,0,0,0,0,0,0,0,Tue,Apr,2017
2017-04-12,32570,0,0,0,0,0,0,0,0,0,0,Wed,Apr,2017
2017-04-13,30343,0,0,0,0,0,0,0,0,0,0,Thu,Apr,2017
2017-04-14,22357,0,0,0,0,0,0,0,0,0,0,Fri,Apr,2017
2017-04-15,24627,0,0,0,0,0,0,0,0,0,0,Sat,Apr,2017
2017-04-16,23090,0,0,0,0,0,0,0,0,0,0,Sun,Apr,2017
2017-04-17,20130,0,0,0,0,0,0,0,0,0,0,Mon,Apr,2017
2017-04-18,29490,0,0,0,0,0,0,0,0,0,0,Tue,Apr,2017
2017-04-19,32500,0,0,0,0,0,0,0,0,0,0,Wed,Apr,2017
2017-04-20,33546,0,0,0,0,0,0,0,0,0,0,Thu,Apr,2017
2017-04-21,31510,0,0,0,0,0,0,0,0,0,0,Fri,Apr,2017
2017-04-22,28323,0,0,0,0,0,0,0,0,0,0,Sat,Apr,2017
2017-04-23,28736,0,0,0,0,0,0,0,0,0,0,Sun,Apr,2017
2017-04-24,28500,0,0,0,0,0,0,0,0,0,0,Mon,Apr,2017
2017-04-25,32383,0,0,0,0,0,0,0,0,0,0,Tue,Apr,2017
2017-04-26,28360,0,0,0,0,0,0,0,0,0,0,Wed,Apr,2017
2017-04-27,26727,0,0,0,0,0,0,0,0,0,0,Thu,Apr,2017
2017-04-28,30390,0,0,0,0,0,0,0,0,0,0,Fri,Apr,2017
2017-04-29,28450,0,0,0,0,0,0,0,0,0,0,Sat,Apr,2017
2017-04-30,27461,0,0,0,0,0,0,0,0,0,0,Sun,Apr,2017
2017-05-01,18493,0,0,0,0,0,0,0,0,0,0,Mon,May,2017
2017-05-02,32945,0,0,0,0,0,0,0,0,0,0,Tue,May,2017
2017-05-03,27191,0,0,0,0,0,0,0,0,0,0,Wed,May,2017
2017-05-04,31200,0,0,0,0,0,0,0,0,0,0,Thu,May,2017
2017-05-05,31355,0,0,0,0,0,0,0,0,0,0,Fri,May,2017
2017-05-06,29020,0,0,0,0,0,0,0,0,0,0,Sat,May,2017
2017-05-07,28491,0,0,0,0,0,0,0,0,0,0,Sun,May,2017
2017-05-08,30426,0,0,0,0,0,0,0,0,0,0,Mon,May,2017
2017-05-09,33211,0,0,0,0,0,0,0,0,0,0,Tue,May,2017
2017-05-10,36305,0,0,0,0,0,0,0,0,0,0,Wed,May,2017
2017-05-11,33911,0,0,0,0,0,0,0,0,0,0,Thu,May,2017
2017-05-12,32618,0,0,0,0,0,0,0,0,0,0,Fri,May,2017
2017-05-13,29539,0,0,0,0,0,0,0,0,0,0,Sat,May,2017
2017-05-14,30145,0,0,0,0,0,0,0,0,0,0,Sun,May,2017
2017-05-15,25882,0,0,0,0,0,0,0,0,0,0,Mon,May,2017
2017-05-16,35964,0,0,0,0,0,0,0,0,0,0,Tue,May,2017
2017-05-17,18926,0,0,0,0,0,0,0,0,0,0,Wed,May,2017
2017-05-18,23268,0,0,0,0,0,0,0,0,0,0,Thu,May,2017
2017-05-19,28730,0,0,0,0,0,0,0,0,0,0,Fri,May,2017
2017-05-20,26825,0,0,0,0,0,0,0,0,0,0,Sat,May,2017
2017-05-21,33728,0,0,0,0,0,0,0,0,0,0,Sun,May,2017
2017-05-22,40021,0,0,0,0,0,0,0,0,0,0,Mon,May,2017
2017-05-23,39259,0,0,0,0,0,0,0,0,0,0,Tue,May,2017
2017-05-24,41644,0,0,0,0,0,0,0,0,0,0,Wed,May,2017
2017-05-25,43528,0,0,0,0,0,0,0,0,0,0,Thu,May,2017
2017-05-26,43701,0,0,0,0,0,0,0,0,0,0,Fri,May,2017
2017-05-27,35354,0,0,0,0,0,0,0,0,0,0,Sat,May,2017
2017-05-28,27909,0,0,0,0,0,0,0,0,0,0,Sun,May,2017
2017-05-29,26476,0,0,0,0,0,0,0,0,0,0,Mon,May,2017
2017-05-30,37517,0,0,0,0,0,0,0,0,0,0,Tue,May,2017
2017-05-31,39019,0,0,0,0,0,0,0,0,0,0,Wed,May,2017
2017-06-01,42514,0,0,0,0,0,0,0,0,0,0,Thu,Jun,2017
2017-06-02,34459,0,0,0,0,0,0,0,0,0,0,Fri,Jun,2017
2017-06-03,38635,0,0,0,0,0,0,0,0,0,0,Sat,Jun,2017
2017-06-04,30840,0,0,0,0,0,0,0,0,0,0,Sun,Jun,2017
2017-06-05,30846,0,0,0,0,0,0,0,0,0,0,Mon,Jun,2017
2017-06-06,17387,0,0,0,0,0,0,0,0,0,0,Tue,Jun,2017
2017-06-07,34819,0,0,0,0,0,0,0,0,0,0,Wed,Jun,2017
2017-06-08,32751,0,0,0,0,0,0,0,0,0,0,Thu,Jun,2017
2017-06-09,33705,0,0,0,0,0,0,0,0,0,0,Fri,Jun,2017
2017-06-10,36788,0,0,0,0,0,0,0,0,0,0,Sat,Jun,2017
2017-06-11,32997,0,0,0,0,0,0,0,0,0,0,Sun,Jun,2017
2017-06-12,36114,0,0,0,0,0,0,0,0,0,0,Mon,Jun,2017
2017-06-13,41337,0,0,0,0,0,0,0,0,0,0,Tue,Jun,2017
2017-06-14,44762,0,0,0,0,0,0,0,0,0,0,Wed,Jun,2017
2017-06-15,42249,0,0,0,0,0,0,0,0,0,0,Thu,Jun,2017
2017-06-16,40288,0,0,0,0,0,0,0,0,0,0,Fri,Jun,2017
2017-06-17,41719,0,0,0,0,0,0,0,0,0,0,Sat,Jun,2017
2017-06-18,38577,0,0,0,0,0,0,0,0,0,0,Sun,Jun,2017
2017-06-19,41624,0,0,0,0,0,0,0,0,0,0,Mon,Jun,2017
2017-06-20,43185,0,0,0,0,0,0,0,0,0,0,Tue,Jun,2017
2017-06-21,43885,0,0,0,0,0,0,0,0,0,0,Wed,Jun,2017
2017-06-22,39708,0,0,0,0,0,0,0,0,0,0,Thu,Jun,2017
2017-06-23,40025,0,0,0,0,0,0,0,0,0,0,Fri,Jun,2017
2017-06-24,30271,0,0,0,0,0,0,0,0,0,0,Sat,Jun,2017
2017-06-25,31012,0,0,0,0,0,0,0,0,0,0,Sun,Jun,2017
2017-06-26,42096,0,0,0,0,0,0,0,0,0,0,Mon,Jun,2017
2017-06-27,24206,0,0,0,0,0,0,0,0,0,0,Tue,Jun,2017
2017-06-28,33008,0,0,0,0,0,0,0,0,0,0,Wed,Jun,2017
2017-06-29,38137,0,0,0,0,0,0,0,0,0,0,Thu,Jun,2017
2017-06-30,40350,0,0,0,0,0,0,0,0,0,0,Fri,Jun,2017
2017-07-01,36183,0,0,0,0,0,0,0,0,0,0,Sat,Jul,2017
2017-07-02,42875,0,0,0,0,0,0,0,0,0,0,Sun,Jul,2017
2017-07-03,39970,0,0,0,0,0,0,0,0,0,0,Mon,Jul,2017
2017-07-04,43784,0,0,0,0,0,0,0,0,0,0,Tue,Jul,2017
2017-07-05,46035,0,0,0,0,0,0,0,0,0,0,Wed,Jul,2017
2017-07-06,44386,0,0,0,0,0,0,0,0,0,0,Thu,Jul,2017
2017-07-07,43547,0,0,0,0,0,0,0,0,0,0,Fri,Jul,2017
2017-07-08,40196,0,0,0,0,0,0,0,0,0,0,Sat,Jul,2017
2017-07-09,38912,0,0,0,0,0,0,0,0,0,0,Sun,Jul,2017
2017-07-10,41086,0,0,0,0,0,0,0,0,0,0,Mon,Jul,2017
2017-07-11,25955,0,0,0,0,0,0,0,0,0,0,Tue,Jul,2017
2017-07-12,38377,0,0,0,0,0,0,0,0,0,0,Wed,Jul,2017
2017-07-13,42082,0,0,0,0,0,0,0,0,0,0,Thu,Jul,2017
2017-07-14,38932,0,0,0,0,0,0,0,0,0,0,Fri,Jul,2017
2017-07-15,30690,0,0,0,0,0,0,0,0,0,0,Sat,Jul,2017
2017-07-16,31595,0,0,0,0,0,0,0,0,0,0,Sun,Jul,2017
2017-07-17,41811,0,0,0,0,0,0,0,0,0,0,Mon,Jul,2017
2017-07-18,41804,0,0,0,0,0,0,0,0,0,0,Tue,Jul,2017
2017-07-19,39340,0,0,0,0,0,0,0,0,0,0,Wed,Jul,2017
2017-07-20,37164,0,0,0,0,0,0,0,0,0,0,Thu,Jul,2017
2017-07-21,37967,0,0,0,0,0,0,0,0,0,0,Fri,Jul,2017
2017-07-22,16392,0,0,0,0,0,0,0,0,0,0,Sat,Jul,2017
2017-07-23,26432,0,0,0,0,0,0,0,0,0,0,Sun,Jul,2017
2017-07-24,32515,0,0,0,0,0,0,0,0,0,0,Mon,Jul,2017
2017-07-25,41029,0,0,0,0,0,0,0,0,0,0,Tue,Jul,2017
2017-07-26,33566,0,0,0,0,0,0,0,0,0,0,Wed,Jul,2017
2017-07-27,32588,0,0,0,0,0,0,0,0,0,0,Thu,Jul,2017
2017-07-28,32857,0,0,0,0,0,0,0,0,0,0,Fri,Jul,2017
2017-07-29,23334,0,0,0,0,0,0,0,0,0,0,Sat,Jul,2017
2017-07-30,31893,0,0,0,0,0,0,0,0,0,0,Sun,Jul,2017
2017-07-31,38541,0,0,0,0,0,0,0,0,0,0,Mon,Jul,2017
2017-08-01,39837,0,0,0,0,0,0,0,0,0,0,Tue,Aug,2017
2017-08-02,27123,0,0,0,0,0,0,0,0,0,0,Wed,Aug,2017
2017-08-03,34430,0,0,0,0,0,0,0,0,0,0,Thu,Aug,2017
2017-08-04,34893,0,0,0,0,0,0,0,0,0,0,Fri,Aug,2017
2017-08-05,27715,0,0,0,0,0,0,0,0,0,0,Sat,Aug,2017
2017-08-06,31536,0,0,0,0,0,0,0,0,0,0,Sun,Aug,2017
2017-08-07,32303,0,0,0,0,0,0,0,0,0,0,Mon,Aug,2017
2017-08-08,33854,0,0,0,0,0,0,0,0,0,0,Tue,Aug,2017
2017-08-09,11525,0,0,0,0,0,0,0,0,0,0,Wed,Aug,2017
2017-08-10,35707,0,0,0,0,0,0,0,0,0,0,Thu,Aug,2017
2017-08-11,34462,0,0,0,0,0,0,0,0,0,0,Fri,Aug,2017
2017-08-12,31034,0,0,0,0,0,0,0,0,0,0,Sat,Aug,2017
2017-08-13,34928,0,0,0,0,0,0,0,0,0,0,Sun,Aug,2017
2017-08-14,35979,0,0,0,0,0,0,0,0,0,0,Mon,Aug,2017
2017-08-15,38181,0,0,0,0,0,0,0,0,0,0,Tue,Aug,2017
2017-08-16,37037,0,0,0,0,0,0,0,0,0,0,Wed,Aug,2017
2017-08-17,31947,0,0,0,0,0,0,0,0,0,0,Thu,Aug,2017
2017-08-18,28252,0,0,0,0,0,0,0,0,0,0,Fri,Aug,2017
2017-08-19,29156,0,0,0,0,0,0,0,0,0,0,Sat,Aug,2017
2017-08-20,25270,0,0,0,0,0,0,0,0,0,0,Sun,Aug,2017
2017-08-21,27725,0,0,0,0,0,0,0,0,0,0,Mon,Aug,2017
2017-08-22,33327,0,0,0,0,0,0,0,0,0,0,Tue,Aug,2017
2017-08-23,34439,0,0,0,0,0,0,0,0,0,0,Wed,Aug,2017
2017-08-24,34548,0,0,0,0,0,0,0,0,0,0,Thu,Aug,2017
2017-08-25,35108,0,0,0,0,0,0,0,0,0,0,Fri,Aug,2017
2017-08-26,31442,0,0,0,0,0,0,0,0,0,0,Sat,Aug,2017
2017-08-27,33657,0,0,0,0,0,0,0,0,0,0,Sun,Aug,2017
2017-08-28,34862,0,0,0,0,0,0,0,0,0,0,Mon,Aug,2017
2017-08-29,35427,0,0,0,0,0,0,0,0,0,0,Tue,Aug,2017
2017-08-30,22542,0,0,0,0,0,0,0,0,0,0,Wed,Aug,2017
2017-08-31,35953,0,0,0,0,0,0,0,0,0,0,Thu,Aug,2017
2017-09-01,36194,0,0,0,0,0,0,0,0,0,0,Fri,Sep,2017
2017-09-02,35246,0,0,0,0,0,0,0,0,0,0,Sat,Sep,2017
2017-09-03,21934,0,0,0,0,0,0,0,0,0,0,Sun,Sep,2017
2017-09-04,28710,0,0,0,0,0,0,0,0,0,0,Mon,Sep,2017
2017-09-05,32336,0,0,0,0,0,0,0,0,0,0,Tue,Sep,2017
2017-09-06,36559,0,0,0,0,0,0,0,0,0,0,Wed,Sep,2017
2017-09-07,35614,0,0,0,0,0,0,0,0,0,0,Thu,Sep,2017
2017-09-08,23199,0,0,0,0,0,0,0,0,0,0,Fri,Sep,2017
2017-09-09,28349,0,0,0,0,0,0,0,0,0,0,Sat,Sep,2017
2017-09-10,21298,0,0,0,0,0,0,0,0,0,0,Sun,Sep,2017
2017-09-11,26886,0,0,0,0,0,0,0,0,0,0,Mon,Sep,2017
2017-09-12,32569,0,0,0,0,0,0,0,0,0,0,Tue,Sep,2017
2017-09-13,32583,0,0,0,0,0,0,0,0,0,0,Wed,Sep,2017
2017-09-14,33252,0,0,0,0,0,0,0,0,0,0,Thu,Sep,2017
2017-09-15,31628,0,0,0,0,0,0,0,0,0,0,Fri,Sep,2017
2017-09-16,26166,0,0,0,0,0,0,0,0,0,0,Sat,Sep,2017
2017-09-17,25300,0,0,0,0,0,0,0,0,0,0,Sun,Sep,2017
2017-09-18,30718,0,0,0,0,0,0,0,0,0,0,Mon,Sep,2017
2017-09-19,34917,0,0,0,0,0,0,0,0,0,0,Tue,Sep,2017
2017-09-20,35149,0,0,0,0,0,0,0,0,0,0,Wed,Sep,2017
2017-09-21,31174,0,0,0,0,0,0,0,0,0,0,Thu,Sep,2017
2017-09-22,36125,0,0,0,0,0,0,0,0,0,0,Fri,Sep,2017
2017-09-23,30654,0,0,0,0,0,0,0,0,0,0,Sat,Sep,2017
2017-09-24,32726,0,0,0,0,0,0,0,0,0,0,Sun,Sep,2017
2017-09-25,30066,0,0,0,0,0,0,0,0,0,0,Mon,Sep,2017
2017-09-26,37394,0,0,0,0,0,0,0,0,0,0,Tue,Sep,2017
2017-09-27,34694,0,0,0,0,0,0,0,0,0,0,Wed,Sep,2017
2017-09-28,35526,0,0,0,0,0,0,0,0,0,0,Thu,Sep,2017
2017-09-29,28782,0,0,0,0,0,0,0,0,0,0,Fri,Sep,2017
2017-09-30,29003,0,0,0,0,0,0,0,0,0,0,Sat,Sep,2017
2017-10-01,22814,0,0,0,0,0,0,0,0,0,0,Sun,Oct,2017
2017-10-02,33891,0,0,0,0,0,0,0,0,0,0,Mon,Oct,2017
2017-10-03,37187,0,0,0,0,0,0,0,0,0,0,Tue,Oct,2017
2017-10-04,36798,0,0,0,0,0,0,0,0,0,0,Wed,Oct,2017
2017-10-05,34779,0,0,0,0,0,0,0,0,0,0,Thu,Oct,2017
2017-10-06,35344,0,0,0,0,0,0,0,0,0,0,Fri,Oct,2017
2017-10-07,25505,0,0,0,0,0,0,0,0,0,0,Sat,Oct,2017
2017-10-08,28830,0,0,0,0,0,0,0,0,0,0,Sun,Oct,2017
2017-10-09,34182,0,0,0,0,0,0,0,0,0,0,Mon,Oct,2017
2017-10-10,35961,0,0,0,0,0,0,0,0,0,0,Tue,Oct,2017
2017-10-11,32760,0,0,0,0,0,0,0,0,0,0,Wed,Oct,2017
2017-10-12,36372,0,0,0,0,0,0,0,0,0,0,Thu,Oct,2017
2017-10-13,34229,0,0,0,0,0,0,0,0,0,0,Fri,Oct,2017
2017-10-14,32123,0,0,0,0,0,0,0,0,0,0,Sat,Oct,2017
2017-10-15,32696,0,0,0,0,0,0,0,0,0,0,Sun,Oct,2017
2017-10-16,34787,0,0,0,0,0,0,0,0,0,0,Mon,Oct,2017
2017-10-17,35199,0,0,0,0,0,0,0,0,0,0,Tue,Oct,2017
2017-10-18,27348,0,0,0,0,0,0,0,0,0,0,Wed,Oct,2017
2017-10-19,31069,0,0,0,0,0,0,0,0,0,0,Thu,Oct,2017
2017-10-20,31306,0,0,0,0,0,0,0,0,0,0,Fri,Oct,2017
2017-10-21,22475,0,0,0,0,0,0,0,0,0,0,Sat,Oct,2017
2017-10-22,21013,0,0,0,0,0,0,0,0,0,0,Sun,Oct,2017
2017-10-23,30604,0,0,0,0,0,0,0,0,0,0,Mon,Oct,2017
2017-10-24,33732,0,0,0,0,0,0,0,0,0,0,Tue,Oct,2017
2017-10-25,36064,0,0,0,0,0,0,0,0,0,0,Wed,Oct,2017
2017-10-26,28423,0,0,0,0,0,0,0,0,0,0,Thu,Oct,2017
2017-10-27,34654,0,0,0,0,0,0,0,0,0,0,Fri,Oct,2017
2017-10-28,26633,0,0,0,0,0,0,0,0,0,0,Sat,Oct,2017
2017-10-29,22228,0,0,0,0,0,0,0,0,0,0,Sun,Oct,2017
2017-10-30,31364,0,0,0,0,0,0,0,0,0,0,Mon,Oct,2017
2017-10-31,33312,0,0,0,0,0,0,0,0,0,0,Tue,Oct,2017
2017-11-01,34747,0,0,0,0,0,0,0,0,0,0,Wed,Nov,2017
2017-11-02,34290,0,0,0,0,0,0,0,0,0,0,Thu,Nov,2017
2017-11-03,34716,0,0,0,0,0,0,0,0,0,0,Fri,Nov,2017
2017-11-04,17801,0,0,0,0,0,0,0,0,0,0,Sat,Nov,2017
2017-11-05,21588,0,0,0,0,0,0,0,0,0,0,Sun,Nov,2017
2017-11-06,30663,0,0,0,0,0,0,0,0,0,0,Mon,Nov,2017
2017-11-07,27314,0,0,0,0,0,0,0,0,0,0,Tue,Nov,2017
2017-11-08,29455,0,0,0,0,0,0,0,0,0,0,Wed,Nov,2017
2017-11-09,31374,0,0,0,0,0,0,0,0,0,0,Thu,Nov,2017
2017-11-10,28480,0,0,0,0,0,0,0,0,0,0,Fri,Nov,2017
2017-11-11,16679,0,0,0,0,0,0,0,0,0,0,Sat,Nov,2017
2017-11-12,16460,0,0,0,0,0,0,0,0,0,0,Sun,Nov,2017
2017-11-13,29301,0,0,0,0,0,0,0,0,0,0,Mon,Nov,2017
2017-11-14,29355,0,0,0,0,0,0,0,0,0,0,Tue,Nov,2017
2017-11-15,30564,0,0,0,0,0,0,0,0,0,0,Wed,Nov,2017
2017-11-16,31112,0,0,0,0,0,0,0,0,0,0,Thu,Nov,2017
2017-11-17,29876,0,0,0,0,0,0,0,0,0,0,Fri,Nov,2017
2017-11-18,12976,0,0,0,0,0,0,0,0,0,0,Sat,Nov,2017
2017-11-19,18874,0,0,0,0,0,0,0,0,0,0,Sun,Nov,2017
2017-11-20,25998,0,0,0,0,0,0,0,0,0,0,Mon,Nov,2017
2017-11-21,31316,0,0,0,0,0,0,0,0,0,0,Tue,Nov,2017
2017-11-22,31315,0,0,0,0,0,0,0,0,0,0,Wed,Nov,2017
2017-11-23,30147,0,0,0,0,0,0,0,0,0,0,Thu,Nov,2017
2017-11-24,28930,0,0,0,0,0,0,0,0,0,0,Fri,Nov,2017
2017-11-25,17691,0,0,0,0,0,0,0,0,0,0,Sat,Nov,2017
2017-11-26,15229,0,0,0,0,0,0,0,0,0,0,Sun,Nov,2017
2017-11-27,24324,0,0,0,0,0,0,0,0,0,0,Mon,Nov,2017
2017-11-28,28202,0,0,0,0,0,0,0,0,0,0,Tue,Nov,2017
2017-11-29,27319,0,0,0,0,0,0,0,0,0,0,Wed,Nov,2017
2017-11-30,25986,0,0,0,0,0,0,0,0,0,0,Thu,Nov,2017
2017-12-01,24321,0,0,0,0,0,0,0,0,0,0,Fri,Dec,2017
2017-12-02,16887,0,0,0,0,0,0,0,0,0,0,Sat,Dec,2017
2017-12-03,12773,0,0,0,0,0,0,0,0,0,0,Sun,Dec,2017
2017-12-04,27613,0,0,0,0,0,0,0,0,0,0,Mon,Dec,2017
2017-12-05,29611,0,0,0,0,0,0,0,0,0,0,Tue,Dec,2017
2017-12-06,29058,0,0,0,0,0,0,0,0,0,0,Wed,Dec,2017
2017-12-07,24810,0,0,0,0,0,0,0,0,0,0,Thu,Dec,2017
2017-12-08,24431,0,0,0,0,0,0,0,0,0,0,Fri,Dec,2017
2017-12-09,15509,0,0,0,0,0,0,0,0,0,0,Sat,Dec,2017
2017-12-10,5143,0,0,0,0,0,0,0,0,0,0,Sun,Dec,2017
2017-12-11,13055,0,0,0,0,0,0,0,0,0,0,Mon,Dec,2017
2017-12-12,22780,0,0,0,0,0,0,0,0,0,0,Tue,Dec,2017
2017-12-13,20074,0,0,0,0,0,0,0,0,0,0,Wed,Dec,2017
2017-12-14,24064,0,0,0,0,0,0,0,0,0,0,Thu,Dec,2017
2017-12-15,21107,0,0,0,0,0,0,0,0,0,0,Fri,Dec,2017
2017-12-16,12229,0,0,0,0,0,0,0,0,0,0,Sat,Dec,2017
2017-12-17,7519,0,0,0,0,0,0,0,0,0,0,Sun,Dec,2017
2017-12-18,23414,0,0,0,0,0,0,0,0,0,0,Mon,Dec,2017
2017-12-19,22935,0,0,0,0,0,0,0,0,0,0,Tue,Dec,2017
2017-12-20,21801,0,0,0,0,0,0,0,0,0,0,Wed,Dec,2017
